Waterbody Name,County,DEC Region,Year,Bloom Type,Date of First Listing,Date of Last Listing,Number of Weeks on DEC Notification List,Number of Weeks with Updates,Latitude,Longitude,Location 1,Column1,Column2
Bradley Brook Reservoir,Madison,7,2018,C,9/21/2018,10/20/2018,4,1,42.8339996,-75.6622009,"(42.8339996, -75.6622009)",,
Lake Oniad,Dutchess,3,2018,S,9/21/2018,10/20/2018,4,1,41.58874,-73.87979,"(41.58874, -73.87979)",,
Peach Lake,Putnam,3,2018,C,9/7/2018,10/2/2018,4,2,41.362999,-73.5800018,"(41.362999, -73.5800018)",,
Hatch Lake,Madison,7,2018,C,9/21/2018,10/20/2018,4,2,42.8345985,-75.677803,"(42.8345985, -75.677803)",,
Fort Pond,Suffolk,1,2018,C,9/21/2018,10/20/2018,4,4,41.0416985,-71.9532013,"(41.0416985, -71.9532013)",,
Upper Little York Lake,Cortland,7,2018,HT,8/24/2018,9/21/2018,4,3,40.69744,-73.97944,"(40.69744, -73.97944)",,
Seneca Lake,Yates,8,2017,HT,9/22/2017,10/20/2017,4,3,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Pleasure Lake,Sullivan,3,2017,C,9/22/2017,10/20/2017,4,2,41.6960983,-74.6279984,"(41.6960983, -74.6279984)",,
Lake Ronkonkoma,Suffolk,1,2017,HT,7/21/2017,8/18/2017,4,4,40.821991,-73.11927,"(40.821991, -73.11927)",,
Eagle Pond,Franklin,5,2017,C,6/2/2017,6/30/2017,4,4,44.6689987,-74.2738037,"(44.6689987, -74.2738037)",,
Canandaigua Lake,Ontario,8,2017,HT,9/7/2017,10/6/2017,4,4,42.7779999,-77.3050995,"(42.7779999, -77.3050995)",,
Chodikee Lake,Ulster,3,2016,S,9/23/2016,10/20/2016,4,1,41.7727013,-73.9838028,"(41.7727013, -73.9838028)",,
Andover Pond,Allegany,9,2016,C,6/24/2016,7/22/2016,4,1,42.1655998,-77.793602,"(42.1655998, -77.793602)",,
Seneca Lake,Ontario,8,2016,HT,9/2/2016,10/2/2016,4,2,42.4424019,-76.884697,"(42.4424019, -76.884697)",,
Rondout Creek,Ulster,3,2016,C,9/2/2016,10/2/2016,4,4,41.885055,-74.029968,"(41.885055, -74.029968)",,
Tully Lake,Cortland,7,2016,C,9/23/2016,10/20/2016,4,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)",,
Delaware Park Lake,Erie,9,2016,C,9/23/2016,10/21/2016,4,2,42.9329987,-78.8703003,"(42.9329987, -78.8703003)",,
Peach Lake,Putnam,3,2016,C,7/1/2016,7/29/2016,4,3,41.362999,-73.5800018,"(41.362999, -73.5800018)",,
Cannonsville Reservoir,Delaware,4,2016,C,9/2/2016,9/29/2016,4,1,42.1063004,-75.2809982,"(42.1063004, -75.2809982)",,
Stony Brook Duck Pond,Suffolk,1,2016,C,7/15/2016,8/12/2016,4,2,40.9141998,-73.1470032,"(40.9141998, -73.1470032)",,
Lake Waccabuc,Westchester,3,2016,HT,7/1/2016,7/29/2016,4,3,41.297699,-73.5840988,"(41.297699, -73.5840988)",,
Goose Pond,Queens,2,2016,HT,9/23/2016,10/20/2016,4,3,40.7118988,-73.7986984,"(40.7118988, -73.7986984)",,
Smith Pond,Steuben,8,2016,C,7/8/2016,8/5/2016,4,2,42.3888016,-77.4744034,"(42.3888016, -77.4744034)",,
Peach Lake,Westchester,3,2016,C,7/1/2016,7/29/2016,4,3,41.362999,-73.5800018,"(41.362999, -73.5800018)",,
Lounsbury Pond,Westchester,3,2016,S,10/7/2016,11/4/2016,4,2,41.270401,-73.9229965,"(41.270401, -73.9229965)",,
Tully Lake,Cortland,7,2016,C,9/23/2016,10/20/2016,4,2,42.7764015,-76.1352005,"(42.7764015, -76.1352005)",,
Barger Pond,Putnam,3,2016,S,8/12/2016,9/9/2016,4,1,41.3595009,-73.8126984,"(41.3595009, -73.8126984)",,
Laurel Lake,Broome,7,2015,C,8/28/2015,9/25/2015,4,4,42.0103989,-75.4803009,"(42.0103989, -75.4803009)",,
Lake Carmel,Putnam,3,2015,S,7/18/2015,8/14/2015,4,2,41.4584999,-73.6650009,"(41.4584999, -73.6650009)",,
Wallkill River,Ulster,3,2015,S,8/28/2015,9/24/2015,4,3,41.743866,-74.093447,"(41.743866, -74.093447)",,
Montgomery Lake,Sullivan,3,2014,C,9/21/2014,10/20/2014,4,1,41.5252991,-74.9172974,"(41.5252991, -74.9172974)",,
Lake Lacoma,Monroe,8,2014,S,9/28/2014,10/26/2014,4,1,43.0508995,-77.4794006,"(43.0508995, -77.4794006)",,
Barnum Pond,Franklin,5,2014,S,9/28/2014,10/26/2014,4,1,44.4599991,-74.2594986,"(44.4599991, -74.2594986)",,
Lake Katonah,Westchester,3,2014,C,9/2/2014,9/29/2014,4,2,41.2853012,-73.6549988,"(41.2853012, -73.6549988)",,
Lake Huntington,Sullivan,3,2014,C,9/3/2014,10/3/2014,4,2,41.6828995,-74.9904022,"(41.6828995, -74.9904022)",,
Washington Park Pond,Albany,4,2013,C,10/10/2013,11/7/2013,4,4,42.6571007,-73.7733002,"(42.6571007, -73.7733002)",,
Black Lake,St Lawrence,6,2013,HT,7/11/2013,8/7/2013,4,3,44.5379982,-75.5688019,"(44.5379982, -75.5688019)",,
Tarrytown Reservoir,Westchester,3,2013,S,9/21/2013,10/17/2013,4,2,41.0824013,-73.8420029,"(41.0824013, -73.8420029)",,
Lake Como,Cayuga,7,2013,C,7/15/2013,8/14/2013,4,4,42.6772003,-76.3024979,"(42.6772003, -76.3024979)",,
Kirk Lake,Putnam,3,2013,C,8/12/2013,9/9/2013,4,2,41.385601,-73.7498016,"(41.385601, -73.7498016)",,
Black Lake,St Lawrence,6,2013,HT,7/11/2013,8/8/2013,4,4,44.5379982,-75.5688019,"(44.5379982, -75.5688019)",,
Tarrytown Reservoir,Westchester,3,2013,S,9/17/2013,10/17/2013,4,2,41.0824013,-73.8420029,"(41.0824013, -73.8420029)",,
Roaring Brook Lake,Putnam,3,2012,C,6/22/2012,7/20/2012,4,2,41.4388008,-73.8075027,"(41.4388008, -73.8075027)",,
Silver Lake,Wyoming,8,2018,S,8/31/2018,9/21/2018,3,1,42.69042,-78.02907,"(42.69042, -78.02907)",,
Golden Pond,Queens,2,2018,C,7/27/2018,8/17/2018,3,1,40.7710991,-73.7649002,"(40.7710991, -73.7649002)",,
Lake Ontario,Jefferson,6,2018,S,9/14/2018,10/5/2018,3,1,43.914122,-76.123662,"(43.914122, -76.123662)",,
Dead Lake,Washington,5,2018,S,9/14/2018,10/2/2018,3,2,42.8106995,-75.8886032,"(42.8106995, -75.8886032)",,
Cortlandt Lake,Westchester,3,2018,S,6/7/2018,6/30/2018,3,1,42.144001,-73.5954971,"(42.144001, -73.5954971)",,
Pine Valley Campground Lake,Broome,7,2018,S,8/31/2018,9/21/2018,3,1,43.20679,-75.47633,"(43.20679, -75.47633)",,
Summit Lake,Washington,5,2018,C,9/14/2018,10/5/2018,3,2,43.2102013,-73.4632034,"(43.2102013, -73.4632034)",,
Marcy Street Pond,Onondaga,7,2018,C,8/31/2018,9/21/2018,3,1,43.06608,-76.08091,"(43.06608, -76.08091)",,
Lake Ontario,Oswego,7,2018,S,9/8/2018,9/28/2018,3,1,43.914122,-76.123662,"(43.914122, -76.123662)",,
Lebanon Reservoir,Madison,7,2018,S,9/21/2018,10/12/2018,3,1,42.80634,-75.61002,"(42.80634, -75.61002)",,
Brooks Lake,Orange,3,2018,S,8/24/2018,9/14/2018,3,1,40.6244011,-74.1203003,"(40.6244011, -74.1203003)",,
Lake Ontario,Cayuga,7,2018,S,9/21/2018,10/13/2018,3,1,43.914122,-76.123662,"(43.914122, -76.123662)",,
Dryden Lake,Tompkins,7,2018,S,9/14/2018,10/2/2018,3,1,42.4620018,-76.2725983,"(42.4620018, -76.2725983)",,
Kings Point Pond,Nassau,1,2018,C,9/14/2018,10/5/2018,3,1,40.83061,-73.75195,"(40.83061, -73.75195)",,
Wickapogue Pond,Suffolk,1,2018,C,8/31/2018,9/21/2018,3,2,40.8805008,-72.3676987,"(40.8805008, -72.3676987)",,
Barger Pond,Putnam,3,2017,S,10/6/2017,10/27/2017,3,2,41.3595009,-73.8126984,"(41.3595009, -73.8126984)",,
Lime Lake,Cattaraugus,9,2017,HT,9/16/2017,10/6/2017,3,2,42.4273987,-78.4792023,"(42.4273987, -78.4792023)",,
Jamesville Reservoir,Onondaga,7,2017,C,8/11/2017,9/1/2017,3,1,42.973999,-76.0690994,"(42.973999, -76.0690994)",,
Thunder Lake,Chenango,7,2017,S,9/15/2017,10/6/2017,3,1,42.269001,-75.7279968,"(42.269001, -75.7279968)",,
Sayre Pond,Suffolk,1,2017,C,9/22/2017,10/13/2017,3,1,40.8847008,-72.3529968,"(40.8847008, -72.3529968)",,
Kellis Pond,Suffolk,1,2017,C,10/6/2017,10/27/2017,3,3,40.9272003,-72.3174973,"(40.9272003, -72.3174973)",,
Tomhannock Reservoir,Rensselaer,5,2017,S,10/6/2017,10/27/2017,3,1,42.857399,-73.5681992,"(42.857399, -73.5681992)",,
Eighth Lake,Hamilton,5,2017,C,8/25/2017,9/15/2017,3,1,43.7789993,-74.7024002,"(43.7789993, -74.7024002)",,
Poxabogue Pond,Suffolk,1,2017,C,9/22/2017,10/13/2017,3,1,40.9446983,-72.2854004,"(40.9446983, -72.2854004)",,
Seventh Lake,Hamilton,5,2017,C,9/1/2017,9/21/2017,3,1,43.7443,-74.73191,"(43.7443, -74.73191)",,
Allison Pond,Richmond,2,2017,C,6/25/2017,7/14/2017,3,2,40.638178,-74.102585,"(40.638178, -74.102585)",,
Waneta Lake,Steuben,8,2017,S,9/22/2017,10/13/2017,3,1,42.444741,-77.100706,"(42.444741, -77.100706)",,
Waneta Lake,Steuben,8,2017,S,9/22/2017,10/13/2017,3,1,42.444741,-77.100706,"(42.444741, -77.100706)",,
Lawson Lake,Albany,4,2016,C,9/23/2016,10/13/2016,3,3,42.5391006,-73.9598999,"(42.5391006, -73.9598999)",,
Central Bridge Upper Reservoir,Schoharie,4,2016,HT,9/23/2016,10/14/2016,3,2,42.7155991,-74.365799,"(42.7155991, -74.365799)",,
Lake Ronkonkoma,Suffolk,1,2016,HT,6/17/2016,7/8/2016,3,3,40.821991,-73.11927,"(40.821991, -73.11927)",,
Brooks Lake,Orange,3,2016,C,9/2/2016,9/24/2016,3,1,41.3302994,-73.9946976,"(41.3302994, -73.9946976)",,
Pleasant Lake,Oswego,7,2016,C,9/30/2016,10/20/2016,3,1,43.2354012,-76.222702,"(43.2354012, -76.222702)",,
Sheldrake Lake,Westchester,3,2016,S,10/7/2016,10/28/2016,3,1,40.9524002,-73.774498,"(40.9524002, -73.774498)",,
Wolfes Pond SW,Richmond,2,2016,HT,9/2/2016,9/23/2016,3,1,40.5157013,-74.1922989,"(40.5157013, -74.1922989)",,
Willowbrook Pond,Richmond,2,2016,C,9/2/2016,9/23/2016,3,1,40.6055984,-74.1578979,"(40.6055984, -74.1578979)",,
Mariaville Lake,Schenectady,4,2016,HT,9/30/2016,10/20/2016,3,2,42.8336983,-74.1119003,"(42.8336983, -74.1119003)",,
Barnum Pond,Franklin,5,2016,C,9/9/2016,9/30/2016,3,1,44.4599991,-74.2594986,"(44.4599991, -74.2594986)",,
Kissena Lake,Queens,2,2015,HT,7/31/2015,8/21/2015,3,3,40.7481003,-73.8054962,"(40.7481003, -73.8054962)",,
Silver Lake,St Lawrence,6,2015,C,9/25/2015,10/13/2015,3,1,44.2268982,-74.8265991,"(44.2268982, -74.8265991)",,
Hook Pond,Suffolk,1,2015,C,9/11/2015,9/29/2015,3,1,40.9478989,-72.1900024,"(40.9478989, -72.1900024)",,
Martlings Lake,Richmond,2,2015,HT,8/28/2015,9/18/2015,3,2,40.6222,-74.1167984,"(40.6222, -74.1167984)",,
North Sandy Pond,Jefferson,6,2015,C,9/25/2015,10/13/2015,3,1,43.64303,-76.1851399,"(43.64303, -76.1851399)",,
Cuba Lake,Allegany,9,2015,C,9/1/2015,9/25/2015,3,1,42.2533989,-78.2928009,"(42.2533989, -78.2928009)",,
Saratoga Lake,Saratoga,5,2015,HT,7/24/2015,8/14/2015,3,2,43.0167007,-73.7415009,"(43.0167007, -73.7415009)",,
Barger Pond,Putnam,3,2015,S,7/31/2015,8/21/2015,3,3,41.3595009,-73.8126984,"(41.3595009, -73.8126984)",,
